constituency,Donations and other support (including loans) for activities as an MP_sum,Employment and earnings_sum,Employment and earnings - Ad hoc payments_sum,Employment and earnings - Ongoing paid employment_sum,Gifts and benefits from sources outside the UK_sum,"Gifts, benefits and hospitality from UK sources_sum",Land and property (within or outside the UK)_sum,Miscellaneous_sum,Shareholdings_sum,Visits outside the UK_sum,pct_religion,IMD rank 2019,Income,Employment,"Education, skills and training",Health deprivation and disability,Crime,Barriers to housing and services,Living environment,sum_outside_payment,log_outside,Deprivation_PC1,Deprivation_PC2,share_under30,share_over64,HighQualifications_num,share_non_uk_born
Harrogate and Knaresborough,48500.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.534106857,481,476,439,457,395,503,397,296,2963,7.994294986415977,2.4919149534449736,0.8522473528404727,0.2565853847569771,0.225244862963931,34426,0.101627152
Harrow East,24141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337757077,349,296,418,461,507,276,18,275,2251,7.719573989259581,2.0758341428824747,-1.4414349391333066,0.2937530651243803,0.172002096967852,39153,0.534664096
Harrow West,9000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.353168457,331,230,344,499,481,264,31,251,2100,7.650168700845001,1.6091257737546774,-1.579207016475068,0.31336824020289533,0.126327415528102,43673,0.537636201
Hartlepool,37500.0,0.0,0.0,694.17,0.0,0.0,0.0,0.0,0.0,0.0,0.525190063,43,25,10,104,44,80,476,515,1254,7.134890851565884,-3.018456309020712,1.901752483088112,0.2903335783765353,0.199635631412407,18526,0.039686978
Harwich and North Essex,26618.5,0.0,650.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.473548479,308,319,302,257,260,336,240,309,2023,7.6128310304073565,0.4565895404107876,0.21652958689094592,0.26849383957757034,0.245873774201659,22746,0.072859964
Hastings and Rye,57322.4,0.0,7588.42,0.0,0.0,967.3499999999999,0.0,0.0,0.0,0.0,0.395632388,67,75,57,80,123,136,77,196,744,6.61338421837956,-2.318828045347105,-1.1183879473851517,0.2570862600241149,0.22526746923386,24851,0.107862789
Havant,125407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448586916,189,200,171,71,203,139,353,289,1426,7.2633296174768365,-1.5851037296516164,0.5344258866302457,0.2627006748543397,0.241428092383786,20890,0.065550763
Hayes and Harlington,77569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325142599,171,152,250,220,319,78,30,189,1238,7.122059881629142,-0.6475097654863718,-1.7072631874874693,0.3430674979334204,0.101366645807742,31283,0.484027742
Hazel Grove,122239.9,0.0,974.69,1444.78,0.0,863.69,0.0,0.0,0.0,0.0,0.510015881,268,284,213,276,158,183,468,313,1895,7.547501682814967,-0.787575485610055,1.0486045869640617,0.2612313335079899,0.234613570867173,25935,0.053914461000000004
Hemel Hempstead,21519.0,0.0,0.0,0.0,0.0,578.26,0.0,0.0,0.0,0.0,0.451368384,344,318,327,233,393,214,215,492,2192,7.693025748417888,0.7848172989574329,0.6631295564910754,0.29404301943371136,0.159477538780923,27066,0.167354695
Hendon,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666412,266,210,317,445,492,199,19,140,1822,7.508238774678663,1.0935839657444413,-2.153440951642424,0.3219810009795651,0.117016348877296,47393,0.496386036
Henley and Thame,49100.0,0.0,0.0,2394.24,0.0,1675.85,0.0,0.0,0.0,0.0,0.522989532,523,529,529,478,527,500,204,333,3100,8.03947991910045,3.614977277091021,0.08404871102442185,0.257564323888481,0.236414195189017,34971,0.11481128800000001
Hereford and South Herefordshire,35000.0,0.0,4860.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537142028,274,317,288,192,316,418,207,97,1835,7.515344571180436,0.41039938973215245,-0.6872474376462,0.2551947985250153,0.235627638485162,24727,0.10330803499999999
Herne Bay and Sandwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50972629,259,243,180,246,253,255,252,347,1776,7.482681828154651,-0.3600476921867205,0.29623772306954665,0.2392173851718262,0.279093665937918,22440,0.06369883700000001
Hertford and Stortford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477998846,524,498,502,492,526,387,389,500,3294,8.100161446936607,3.1735495437120536,1.4140320603076564,0.2808499911303648,0.173807500910304,34098,0.127419779
Hertsmere,22000.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426851607,406,389,406,399,452,267,111,448,2472,7.813187267521416,2.050414936811301,-0.09895518234310205,0.2911790458795052,0.188423262689124,33329,0.222647132
Hexham,20250.0,0.0,0.0,0.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.555821051,393,404,354,425,322,477,148,341,2471,7.812782818577581,1.9777072543401624,-0.030276612698481413,0.2330484632942293,0.276702585062901,30411,0.042781636
Heywood and Middleton North,14000.0,0.0,750.04,0.0,0.0,850.83,0.0,0.0,0.0,0.0,0.52274134,61,72,55,94,54,17,392,321,1005,6.913737350659685,-3.0044986447187165,0.653731152326206,0.3114008310849395,0.176802489316028,20795,0.12602201600000001
High Peak,16750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485236708,361,342,280,314,254,472,440,272,2374,7.772752716468742,0.6624822001619861,1.072455430518215,0.2490862593157645,0.22284296831268,26922,0.041614722
Hinckley and Bosworth,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504018509,394,394,350,210,354,335,413,377,2433,7.797291273547472,0.8582243870781149,1.3132930064794595,0.2568748303286846,0.220105171078958,23955,0.061251339
Hitchin,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436276149,502,484,483,464,482,434,311,415,3073,8.03073492409854,2.9792073567863464,0.8278584895257595,0.2820969297940264,0.17609675077327,31917,0.103056019
Holborn and St Pancras,6000.0,0.0,1674.0,0.0,0.0,72705.8,0.0,0.0,0.0,0.0,0.306288377,180,125,202,413,325,106,220,36,1427,7.2640301428995295,-0.646887359450392,-1.7580578206484982,0.366238709158648,0.101968247161096,46498,0.448321545
Honiton and Sidmouth,12000.0,0.0,0.0,0.0,0.0,324.91,0.0,0.0,0.0,0.0,0.510128833,428,411,370,392,447,516,283,232,2651,7.883069351305753,2.157986603031311,0.09675130469320431,0.2217126207305885,0.320444612313171,25234,0.062568329
Hornsey and Friern Barnet,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341344895,310,292,368,522,379,133,59,94,1847,7.521859252201629,1.1120803351078066,-2.218832177622877,0.26563412341036174,0.130031174229303,50911,0.362282119
Horsham,5000.0,0.0,0.0,7186.5,0.0,0.0,0.0,0.0,0.0,0.0,0.479529462,491,518,499,490,475,464,124,342,2912,7.976938756959434,3.3802023243526462,-0.25625659634218423,0.2727643278290699,0.200504294083075,31439,0.116039543
Houghton and Sunderland South,32450.0,0.0,500.0,0.0,0.0,2827.1,0.0,0.0,0.0,0.0,0.548078455,82,62,26,81,50,144,496,533,1392,7.239214973779806,-2.75024561414662,2.2090595220469975,0.2678351510852318,0.211292722095784,19041,0.02683023
Hove and Portslade,113560.0,0.0,0.0,0.0,0.0,2644.0,0.0,0.0,0.0,0.0,0.341369971,307,269,259,394,239,333,263,192,1949,7.575584651557793,0.3220913925075999,-0.38278801661625533,0.2579758245858656,0.156079694419623,39343,0.198176254
Huntingdon,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.476890601,436,455,450,337,432,412,135,373,2594,7.861341795599989,2.4027685406076555,0.02124308020522318,0.2636733954919887,0.204462750067891,31060,0.143779332
Hyndburn,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501169889,63,92,67,118,25,115,533,26,976,6.884486652042782,-3.161979226607746,0.13343280300238333,0.303853396311764,0.183128372905248,19142,0.090514548
Ilford North,118134.0,0.0,8200.0,0.0,0.0,3695.36,0.0,0.0,0.0,0.0,0.291942517,332,260,361,440,459,163,85,207,1975,7.588829878307813,1.1769871392400835,-1.5609218939282845,0.3255837191486524,0.132273590247476,39412,0.446147866
Ilford South,0.0,0.0,400.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.259057167,224,145,282,371,402,116,41,156,1513,7.322510433997394,0.12076683346217021,-2.0046028786549983,0.3723972602739718,0.0975342465753424,36955,0.49990247499999996
Ipswich,56727.3,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,0.421799338,147,179,169,83,143,119,316,150,1159,7.05617528410041,-1.9550153158156944,-0.24663421809823044,0.3030748242207988,0.163081120789169,25182,0.191610636
Isle of Wight East,5000.0,0.0,0.0,1942.7600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.487289231,174,154,98,133,220,282,393,178,1458,7.285506548522786,-1.5442211757807074,0.3102754205685691,0.2118344216552075,0.317061243275896,15724,0.061382914999999996
Isle of Wight West,0.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.466979134,218,224,168,200,234,365,304,90,1585,7.368970402194793,-0.6962433086347222,-0.3832836322266392,0.23411629342762452,0.276589773811528,17059,0.06122857600000001
Islington North,88631.29000000001,0.0,0.0,0.0,0.0,75132.04,0.0,0.0,0.0,0.0,0.337084688,120,79,144,449,169,39,80,76,1036,6.9440872082295275,-1.2907583664885642,-2.2526880272385994,0.27295186194368704,0.0939146230699364,53072,0.381443123
Islington South and Finsbury,0.0,0.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355298562,141,116,205,406,183,92,61,37,1100,7.00397413672268,-0.9602051052961166,-2.36726475850976,0.295086908469807,0.0930958839880772,55728,0.41618122700000004
Jarrow and Gateshead East,22000.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.538713184,66,42,31,90,26,122,386,517,1214,7.102499355774649,-2.790848413719107,1.6175606172990804,0.2746569831455915,0.200093165071567,18082,0.044135785999999996
Keighley and Ilkley,13926.11,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.421533508,151,209,185,144,133,155,403,74,1303,7.1731917424865985,-1.7733151169726864,-0.19034485347951438,0.2882019679952285,0.210436338336149,25546,0.101353404
Kenilworth and Southam,16000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534003075,492,522,525,518,451,455,109,248,2828,7.947678571301568,3.3693203649021513,-0.7592915457446596,0.2689107963644678,0.23467689939893,33963,0.08759513199999999
Kensington and Bayswater,97510.0,0.0,11054.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451937261,237,264,328,526,518,127,25,19,1807,7.4999765409521215,1.2717030945700825,-2.8150951770665555,0.265898685570816,0.129220203810367,69414,0.557266542
Kettering,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473273056,286,282,262,201,243,258,307,376,1929,7.5652752818989315,-0.16696457339155743,0.7439124156542599,0.286535774425853,0.184111998853498,25147,0.139139544
Kingston and Surbiton,72750.0,0.0,0.0,0.0,0.0,3882.0,0.0,0.0,0.0,0.0,0.425584405,433,403,469,497,473,341,130,180,2493,7.821643126239982,2.479590914963776,-1.2069420794982375,0.3045806429216133,0.140222523085468,46175,0.320780442
Kingston upon Hull East,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38377656,18,20,24,6,53,61,298,110,572,6.35088571671474,-3.505634231803532,-0.5393466080487551,0.3074342015942892,0.173587540487596,15218,0.066332271
Kingston upon Hull North and Cottingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418601027,44,69,85,86,95,27,273,80,715,6.573680166960646,-2.923379857886055,-0.9172134172316972,0.323056893412072,0.155976105788049,25061,0.16041298799999998
Kingston upon Hull West and Haltemprice,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444408453,94,101,89,100,153,125,387,116,1071,6.977281341630747,-2.456592112787925,-0.16017214978548472,0.2727469997735668,0.194184466752207,22000,0.11819192
Kingswinford and South Staffordshire,7750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594840342,461,420,383,409,352,457,474,363,2858,7.958227192322312,1.7739094847871197,1.4602542785422385,0.2385219492549333,0.271244462343938,22651,0.03156835
Knowsley,9650.0,0.0,2279.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.670270617,5,4,2,8,4,175,344,135,672,6.511745329644728,-3.5075534885738846,-0.05546885194373443,0.2982213562943871,0.168667378962143,16955,0.051817504
Lancaster and Wyre,23250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522461119,284,328,319,382,184,359,369,101,2042,7.622174594817622,0.335312247698759,-0.18545559330571296,0.338820398576655,0.197383143654929,28138,0.105598619
Leeds Central and Headingley,0.0,0.0,0.0,0.0,0.0,5579.0,0.0,0.0,0.0,0.0,0.290592505,159,265,380,254,91,34,405,12,1441,7.273786317844895,-1.2078023701015228,-0.7117601393765433,0.528090091068744,0.0714880596744699,37079,0.23296028000000002
Leeds East,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452119769,32,61,60,25,76,11,461,57,751,6.62273632394984,-3.5128927143269473,-0.13666125499997614,0.3301931188343145,0.15769338027678,22883,0.178364296
Leeds North East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362861302,260,246,225,436,231,112,470,119,1839,7.517520850603031,-0.6041244929726389,-0.16028427764600495,0.2912161115414405,0.168644461657629,37056,0.20718675799999997
Leeds North West,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486302847,438,464,432,479,315,289,493,174,2646,7.881182202227102,1.5019607131804398,0.46850533749421897,0.2694717994628463,0.220456580125335,32493,0.06982886799999999
Leeds South,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426666131,6,16,41,3,31,3,374,6,474,6.163314804034641,-3.8745537563770993,-0.7264407000821822,0.354896868323444,0.102925174930702,27471,0.26859065
Leeds South West and Morley,32500.0,0.0,0.0,1783.54,0.0,0.0,0.0,0.0,0.0,0.0,0.441416125,184,237,210,225,164,79,435,61,1411,7.252762418053187,-1.5397021948746745,-0.3100477755233844,0.2774728701509285,0.172768284063032,21982,0.076596993
Leeds West and Pudsey,289709.62,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.404175477,95,144,137,117,120,15,504,29,1066,6.9726062513017535,-2.723169600472401,-0.1461033001685415,0.2960869435641692,0.154674508011881,24938,0.124170214
Leicester East,8901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148976792,127,64,147,39,150,232,406,206,1244,7.126890808898808,-2.2293713777507898,0.48408845082089746,0.3350094029898311,0.140208140757976,22462,0.504681055
Leicester South,63485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219087221,112,87,196,57,101,145,404,141,1131,7.0317412587631285,-2.386819615090379,0.09817502368288981,0.40862041686443895,0.105473531689525,29593,0.400094638
Leicester West,7500.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.372156593,38,38,103,30,62,12,436,144,825,6.716594773520978,-3.3572868754284118,0.10300686897295601,0.36128148959474204,0.112588014395243,25845,0.328142603
Leigh and Atherton,9000.0,0.0,541.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597021548,117,123,75,135,87,77,503,337,1337,7.198931240688173,-2.544309478950168,1.2581374326418502,0.2790327251665213,0.184703518679409,22209,0.069896016
Lewes,57060.0,0.0,0.0,1609.6599999999999,0.0,2118.5,0.0,0.0,0.0,0.0,0.4370051,385,359,320,294,394,435,164,389,2355,7.764720544771477,1.5350039186464008,0.26454608351788156,0.2407678168602222,0.286584092238282,27764,0.080871022
Lewisham North,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.404736698,142,127,229,432,233,97,20,38,1176,7.0707241072602764,-0.578983321516352,-2.594931037463081,0.289935664909998,0.0759616042707549,52625,0.397990322
Lewisham West and East Dulwich,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.395576039,240,204,274,488,274,185,58,67,1550,7.346655163176539,0.26099328811362377,-2.2179007548637797,0.2800424413904603,0.106396523848019,45813,0.28117768
Leyton and Wanstead,10000.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.387590089,234,225,341,422,349,160,28,63,1588,7.370860166536716,0.5409014017745555,-2.3657889915944366,0.2876333874365437,0.110888558897675,44704,0.409714043
Lichfield,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549698545,440,401,356,378,366,458,382,443,2784,7.932003152361385,1.7832159364516045,1.4238038132281534,0.25053004974312904,0.242793362146293,27311,0.043383092
Lincoln,52600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431852843,170,175,159,131,130,288,272,406,1561,7.3537223303996315,-1.1770079873013655,0.8464327231788216,0.344897731466778,0.157458350142051,26439,0.14064017099999998
Liverpool Garston,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623469778,70,78,48,138,32,245,479,85,1105,7.00850518208228,-2.7497956198579936,0.2928753634857041,0.2813150097711651,0.205194477715438,26278,0.079972985
Liverpool Riverside,8000.0,0.0,0.0,0.0,0.0,1396.0,0.0,0.0,0.0,0.0,0.470599727,1,5,14,12,2,23,372,22,450,6.111467339502679,-3.9832784159614905,-0.6342136725640662,0.413352950211393,0.100183504037897,31990,0.243466141
Liverpool Walton,9360.0,0.0,0.0,0.0,0.0,4261.0,0.0,0.0,0.0,0.0,0.671192797,3,6,3,33,3,62,499,18,624,6.437751649736401,-4.004784509523708,-0.06963381464589509,0.3057646077613696,0.16304763773733,18689,0.094022595
Liverpool Wavertree,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49441822,39,68,80,195,15,76,453,3,890,6.792344427470809,-3.0497000776000722,-0.4792452164922895,0.365553953011727,0.143156716134664,32096,0.178665372
Liverpool West Derby,17450.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.658242289,10,13,6,70,6,55,501,16,667,6.504288173536645,-3.8885628815692415,-0.12025137806891288,0.29157048556271,0.176861863686064,20783,0.09926738
Loughborough,48948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411748938,384,363,388,292,342,305,391,344,2425,7.793999089503996,0.9795832048723991,0.9042955947005501,0.358257946512432,0.173928518463591,28091,0.15213707
Louth and Horncastle,5000.0,0.0,0.0,0.0,0.0,545.44,0.0,0.0,0.0,0.0,0.539478315,161,185,119,176,144,505,162,195,1486,7.304515946460155,-0.6833011268663574,-0.29101144707421966,0.22235580596847643,0.307634311098432,19610,0.03793485
Lowestoft,55205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437677818,134,131,82,60,156,242,432,268,1371,7.22402480828583,-2.089727639946322,0.927621226790073,0.2515466311944422,0.266791241738983,16425,0.044810494
Luton North,5000.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.387654961,201,174,223,198,189,164,81,316,1345,7.204892510204673,-0.818710837813311,-0.67795403951142,0.347335640138408,0.143832179930795,26525,0.332453702
Luton South and South Bedfordshire,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387954558,138,142,219,121,178,109,36,171,976,6.884486652042782,-1.402409793349921,-1.5023722843649798,0.3458530570030619,0.110744261903814,28730,0.398934151
Macclesfield,16000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527272918,415,415,342,453,330,395,351,353,2639,7.878534196140362,1.6620746251355902,0.7647232296468965,0.2433541017653158,0.241651090342679,32372,0.066842133
Maidenhead,7000.0,0.0,0.0,1514.1799999999998,0.0,1552.86,0.0,0.0,0.0,0.0,0.489914015,521,517,522,493,511,485,276,453,3257,8.08886878916199,3.5620838614905757,0.8767769430671553,0.2769320677531549,0.184313466740816,37373,0.204490856
Maidstone and Malling,16768.58,0.0,0.0,0.0,1440.0,2247.0,0.0,0.0,0.0,0.0,0.480225054,377,355,374,359,397,278,179,297,2239,7.7142311448490855,1.3732269653887088,-0.37912301461455794,0.2920435299628839,0.168084033007819,27122,0.16943026
Makerfield,59500.0,0.0,4340.33,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.652839846,221,217,152,202,121,184,509,479,1864,7.5310163320779155,-1.3461732731902791,2.009868460043445,0.2741705384511571,0.209616163174027,20865,0.042352726
Maldon,5000.0,0.0,0.0,0.0,0.0,6160.0,0.0,0.0,0.0,0.0,0.502300552,413,412,397,296,462,402,123,409,2501,7.824845691026857,2.120028148150259,0.11170480203766947,0.25447196252445897,0.246190184412863,21978,0.050888968
Manchester Central,0.0,0.0,0.0,0.0,0.0,5374.0,0.0,0.0,0.0,0.0,0.392778958,16,48,131,85,11,2,119,45,441,6.091309882077698,-3.025722706328627,-1.7433410007942225,0.365191676472409,0.0848609648851179,40914,0.320516554
Manchester Rusholme,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255812693,30,36,143,204,9,9,93,60,554,6.318968113746434,-2.6526408754036077,-1.939764558879919,0.491709849026995,0.0552849173571533,33627,0.399238204
Manchester Withington,2000.0,0.0,0.0,0.0,0.0,2918.0,0.0,0.0,0.0,0.0,0.313753062,182,253,332,475,67,13,246,99,1485,7.303843225277705,-0.6537721102833395,-1.3083396149103583,0.341890944393505,0.112938892184887,41938,0.206279468
Mansfield,35921.2,0.0,2230.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466641982,121,146,83,48,71,192,384,445,1369,7.222566018822171,-2.2047305381075883,1.501321562123089,0.2687700210398619,0.198589760600489,18864,0.10740350900000001
Melksham and Devizes,10000.0,0.0,0.0,1322.42,0.0,2000.0,0.0,0.0,0.0,0.0,0.49460808,419,413,375,344,420,451,228,374,2605,7.8655717576847906,2.0256909889743047,0.45960157189149814,0.2477470775770448,0.25308182784272,26924,0.075073783
Melton and Syston,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477685337,423,427,431,288,389,380,301,314,2530,7.836369760545124,1.6796262016781018,0.5103440131663637,0.25912734684443267,0.227976171714943,23395,0.086577474
Meriden and Solihull East,20000.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.51783164,261,231,197,227,313,292,201,471,1932,7.566828479208331,0.0600987504911052,0.6272352944590588,0.291046716262698,0.214932805375569,27789,0.089018357
Mid Bedfordshire,6400.0,0.0,1407.3000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486192947,507,507,513,442,483,416,278,352,2991,8.003697339094368,3.0092187615323387,0.42924233366880055,0.2909359567601189,0.178364505968814,29423,0.09857722099999999
Mid Buckinghamshire,19500.0,0.0,0.0,0.0,0.0,9081.6,0.0,0.0,0.0,0.0,0.515608863,529,532,531,510,525,528,100,441,3167,8.060855752934316,4.007180699694449,0.10153765569866814,0.2784177265818733,0.213462922966162,34072,0.10423291900000001
Mid Cheshire,12000.0,0.0,3036.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543131839,256,248,204,187,173,319,442,346,1919,7.560080465021827,-0.7220161539622154,1.3295675979645447,0.2755668088504123,0.183175390304889,23238,0.062335562
Mid Derbyshire,0.0,0.0,1569.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49764762,482,469,447,415,310,517,426,408,2992,8.004031507852698,2.2530132159359946,1.5809728308705502,0.2512413785267071,0.242912495596941,26329,0.048993552999999995
Mid Dorset and North Poole,22625.0,0.0,0.0,24085.0,0.0,1552.86,0.0,0.0,0.0,0.0,0.496489827,466,465,436,369,416,487,217,467,2857,7.957877358489813,2.6195898317384803,0.8699002715397338,0.2510546769467358,0.267451526424073,24870,0.062764692
Mid Leicestershire,0.0,0.0,0.0,1006.75,0.0,2635.0,0.0,0.0,0.0,0.0,0.431102846,483,473,470,363,445,294,448,423,2916,7.978310969867722,2.0458977502759286,1.4069010104028807,0.2705875459020226,0.214753105711383,27279,0.115026616
Mid Norfolk,0.0,0.0,0.0,27000.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.502999491,311,376,321,163,300,495,79,234,1968,7.585281078639126,1.0368933743727609,-0.4519564302454282,0.24537440865290788,0.263527866429956,19744,0.076100311
Mid Sussex,42230.0,0.0,0.0,475.0,0.0,1867.2,0.0,0.0,0.0,0.0,0.477301599,520,511,500,467,522,484,306,477,3267,8.091933455979893,3.4306691789920136,1.1328101012533176,0.2776611453195784,0.20259560234247,31985,0.12048534999999999
Middlesbrough South and East Cleveland,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539557835,128,111,62,179,73,250,398,516,1589,7.371489295214277,-1.8177610070853247,1.7581931701451214,0.2669137495179737,0.232925575217447,20855,0.032182545
Middlesbrough and Thornaby East,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431559755,8,2,5,11,7,25,514,380,944,6.851184927493743,-3.7787768287590517,1.5268302180099729,0.337307829351595,0.146592854597756,21453,0.152048072
Milton Keynes Central,2000.0,0.0,0.0,1024.93,0.0,0.0,0.0,0.0,0.0,0.0,0.429155043,293,277,318,313,282,272,39,503,2004,7.60339933974067,0.8665423437462726,-0.03329995100755035,0.3220072616918655,0.109560195399896,38035,0.323060361
Milton Keynes North,25500.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423595912,353,330,376,327,341,342,75,428,2219,7.705262474866325,1.4630212513855276,-0.12531356822792372,0.2919225037257821,0.178648782911078,27961,0.185180871
Mitcham and Morden,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.476341688,277,212,306,385,346,193,160,109,1711,7.445417556701687,0.2715019207672527,-1.506332941557171,0.30107144013206777,0.121831806558119,39722,0.42656299200000003
Morecambe and Lunesdale,15000.0,0.0,2240.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572374578,204,233,154,256,147,348,439,117,1694,7.43543801981455,-0.9813153777351424,0.29900146207381434,0.25181150266293373,0.268769390910652,26073,0.052590381
New Forest East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493869457,403,424,404,317,424,302,167,382,2420,7.791935956938058,1.8009917893474514,0.05991354301309005,0.2457048820625334,0.2613165112452,22425,0.061265529
New Forest West,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540397148,437,431,381,423,442,345,191,438,2651,7.883069351305753,2.225321612130526,0.3351242180157764,0.2111402019058393,0.338286630814227,23955,0.076934083
Newark,799026.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530606029,343,367,307,280,357,410,211,273,2205,7.698936199813447,1.137042802853931,-0.013144390336601858,0.25730034228369353,0.240167504500051,28511,0.077102335
Newbury,36000.0,0.0,0.0,965.66,0.0,1552.86,0.0,0.0,0.0,0.0,0.48437372,478,459,466,362,470,453,309,384,2903,7.973844375944687,2.560803436490826,0.8238268963777333,0.2753232703632257,0.19307430880867,28575,0.125805468
Newcastle upon Tyne Central and West,35302.5,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.414397601,35,30,52,43,22,36,357,472,1012,6.920671504248683,-3.1247322476846793,1.2237645953758047,0.37362498419522,0.137921801670472,29412,0.225036541
